[14626,20489]
[27904,13015]
[21085,20347]
[4060,105]
[6229,19612]
[3151,26549]
[29183,4191]
[20440,11381]
[24421,21349]
[4796,18150]
[21973,16579]
[26760,14127]
[6920,24949]
[17168,5745]
[28774,24395]
[21590,19621]
[5016,5806]
[8369,9591]
[28874,25563]
[16609,9799]
[15641,4024]
[27894,28076]
[19088,8870]
[26467,21924]
[28251,12323]
[22177,869]
[11224,29083]
[10088,13345]
[9598,6544]
[17250,352]
[16435,16788]
[5749,18556]
[18090,4315]
[28522,6136]
[24951,1414]
[806,28134]
[23179,20122]
[16480,16745]
[15996,22517]
[945,1655]
[8835,8754]
[20785,13887]
[7893,19823]
[24395,7898]
[13393,20717]
[9683,14612]
[19445,3857]
[21545,339]
[26912,16923]
[13148,3017]
[270,10541]
[17467,1868]
[19740,26068]
[28824,14590]
[18335,24563]
[3628,7370]
[26077,29325]
[562,8791]
[17171,6305]
[28463,16104]
[24562,3088]
[11004,15068]
[4996,1856]
[13737,20869]
[23298,2388]
[11524,2959]
[29928,18467]
[10257,17791]
[14592,9532]
[4201,15323]
[11266,29283]
[330,10335]
[23541,21283]
[9284,9044]
[23498,16697]
[22650,21889]
[946,3144]
[1011,13277]
[5953,4634]
[3223,17760]
[7450,6093]
[28611,10689]
[15048,13198]
[7603,8032]
[8694,2950]
[5473,8680]
[8429,24455]
[17236,15744]
[29849,22967]
[24632,18198]
[14466,16588]
[15449,13638]
[25415,9021]
[5472,20559]
[17999,13415]
[2846,18303]
[21464,14893]
[25721,5979]
[11116,23612]
[653,25347]
[53,1430]
[9452,29425]
[7749,25982]
[11899,18344]
[16662,21904]
[23421,4096]
[8980,13910]
[14117,2712]
[10557,1095]
[14892,28732]
[4214,7251]
[7349,25567]
[29704,21972]
[12903,4030]
[14992,20836]
[20208,27428]
[29844,16682]
[11792,8218]
[10122,16246]
[19688,7709]
[9234,2216]
[20738,21837]
[16445,32]
[25974,23559]
[25333,14635]
[4561,24121]
[97,29410]
[20696,13557]
[9709,29992]
[1330,12809]
[16604,12145]
[4072,10109]
[21983,15695]
[4725,29051]
[15910,21893]
[21256,20618]
[18096,5251]
[5526,8293]
[22501,4883]
[28398,15741]
[7386,7162]
[25545,5133]
[5123,29230]
[12482,3782]
[19722,18787]
[20572,6235]
[18770,10711]
[16273,30]
[20596,1487]
[25386,10996]
[6607,27106]
[10589,7857]
[4115,14185]
[10228,11652]
[27645,1158]
[5975,13456]
[8225,2668]
[13598,6460]
[9881,26072]
[966,10373]
[1288,19757]
[3202,29396]
[3666,7334]
[24938,24787]
[16327,1290]
[2383,21573]
[29405,20472]
[1024,18497]
[21011,18756]
[24791,12892]
[2790,22004]
[27136,6812]
[18569,16419]
[6889,1211]
[27286,22272]
[7560,12977]
[10133,7482]
[24165,5367]
[17226,7676]
[29600,16519]
[2905,14938]
[27039,18891]
[4010,18341]
[11229,404]
[7831,10779]
[376,3375]
[4454,25847]
[18141,15458]
[5966,15601]
[313,5759]
[519,20123]
[16535,14099]
[16087,1261]
[13890,21395]
[12994,28157]
[9993,13349]
[5623,22995]
[1580,26149]
[11965,24843]
[27098,12439]
[6159,18085]
[4083,2200]
[22715,12702]
[11280,18229]
[4019,16641]
[666,13379]
[1835,1506]
[20197,6291]
[27785,19541]
[1096,4025]
[20213,26360]
[26096,12195]
[26067,189]
[18629,5060]
[1983,29523]
[29082,14929]
[12235,9316]
[19926,28113]
[11446,19059]
[18190,18149]
[11369,18733]
[12853,9561]
[11009,9476]
[28085,16286]
[15691,14026]
[25000,23975]
[5999,2724]
[26815,134]
[7141,21594]
[25303,13352]
[28986,28189]
[29688,19426]
[27537,22368]
[23789,17465]
[10404,25191]
[12708,9815]
[26580,24422]
[25580,17277]
[13723,1239]
[24678,21712]
[18435,17690]
[4446,24667]
[6450,5478]
[602,23069]
[16540,18433]
[11672,12597]
[13755,19574]
[12130,19641]
[5423,16279]
[15025,6048]
[12530,6779]
[42,16986]
[2046,3276]
[13803,15517]
[25312,418]
[18203,2371]
[14351,21532]
[21826,19733]
[20847,7232]
[27699,19269]
[28962,5976]
[23873,22699]
[29140,13216]
[21198,27989]
[27593,14361]
[6443,23780]
[3570,15771]
[9835,16713]
[27796,29305]
[8391,5344]
[8901,26340]
[21896,2938]
[23117,28796]
[21766,23357]
[27629,23204]
[7216,11934]
[4566,19538]
[8143,12003]
[3864,27899]
[16990,21154]
[5730,15619]
[769,16506]
[501,26214]
[1321,10812]
[29940,9705]
[1302,16585]
[13964,5779]
[25813,10956]
[17408,25316]
[6271,6069]
[26601,18981]
[15455,27775]
[22277,17921]
[12701,14735]
[13609,1909]
[13860,6280]
[22412,22116]
[6723,4599]
[3507,12404]
[26926,29709]
[23533,16913]
[2003,27886]
[26878,7061]
[18498,19593]
[12215,16633]
[28709,19160]
[2819,12787]
[15107,10396]
[3243,22964]
[21877,27304]
[8819,28606]
[20654,15426]
[21595,20438]
[9892,20662]
[16115,23880]
[23682,9756]
[6076,13485]
[28173,16870]
[27054,17841]
[25162,27955]
[19231,3349]
[14664,26282]
[12013,17783]
[27607,5117]
[4473,20831]
[24608,3506]
[25139,5619]
[26943,21512]
[25406,12335]
[10393,21348]
[13925,13519]
[18356,6907]
[29212,19594]
[4650,13069]
[8674,2557]
[9632,27635]
[8308,29524]
[3696,291]
[11120,2912]
[26572,28925]
[27170,17873]
[22086,5166]
[24404,22946]
[17803,17926]
[16441,17970]
[10001,14074]
[9990,693]
[24371,4779]
[10758,2330]
[21384,19742]
[4067,845]
[15789,711]
[18161,22794]
[10,20396]
[8591,12076]
[12074,23426]
[13905,28553]
[11081,19570]
[14808,19212]
[6112,28973]
[12683,12588]
[8193,27111]
[18606,7501]
[15664,20251]
[11020,23601]
[10524,1784]
[16531,24030]
[26329,9388]
[21229,15830]
[22494,22603]
[4094,25739]
[18812,2868]
[19217,18818]
[2526,28352]
[28596,27561]
[22512,26883]
[20761,17437]
[2550,13581]
[22902,5697]
[5163,28097]
[17812,18570]
[22159,18867]
[11420,28579]
[12222,7345]
[59,6730]
[1445,28519]
[7435,2422]
[1424,25011]
[26303,9619]
[21295,10637]
[7776,27068]
[16391,8652]
[5176,4057]
[26158,710]
[1430,12538]
[29504,13357]
[11875,7784]
[25370,16103]
[8517,8748]
[29230,28894]
[28602,19206]
[7212,23222]
[2146,3428]
[12305,9795]
[4184,24967]
[14605,25716]
[3534,16369]
[26254,24478]
[29205,11551]
[10923,12763]
[13385,22851]
[7012,13454]
[27486,28128]
[8763,14833]
[16977,4879]
[1702,10207]
[5584,11818]
[24279,13714]
[25587,8406]
[18340,5403]
[21798,9690]
[10701,25651]
[25522,4482]
[9749,9826]
[5762,5718]
[22991,5434]
[2885,8476]
[26023,12109]
[3944,14925]
[14494,8622]
[11299,21891]
[6894,11740]
[3589,23369]
[27444,1363]
[6252,12054]
[8691,26608]
[24398,5769]
[8050,24371]
[26715,29663]
[968,21946]
[6353,3901]
[26578,13933]
[25717,10355]
[7287,11893]
[23797,13413]
[9511,118]
[5282,1318]
[17515,4328]
[24467,17051]
[7750,24124]
[1388,3525]
[24648,11756]
[4839,10299]
[1203,11502]
[25665,144]
[6892,6046]
[18801,28285]
[5004,15509]
[26461,11334]
[13695,28725]
[21445,19886]
[7063,14664]
[5287,22042]
[29749,8376]
[4482,24046]
[25349,22929]
[20402,9475]
[20182,12008]
[12845,5324]
[3456,7440]
[26198,23848]
[6627,20041]
[16316,29180]
[8670,10991]
[398,5567]
[28840,17631]
[19184,21013]
[11711,13385]
[23772,1188]
[23552,3876]
[12819,25303]
[8105,23460]
[20423,5918]
[27961,27382]
[621,3281]
[17024,12682]
[12567,5051]
[2745,29601]
[28982,20434]
[11917,9152]
[15927,24935]
[8503,26290]
[27134,20759]
[10115,8669]
[28940,21249]
[985,1878]
[10690,21452]
[20100,2110]
[11361,8168]
[17850,13124]
[7847,16659]
[16727,28065]
[14458,9254]
[28021,16057]
[1557,29136]
[7791,14779]
[7806,17102]
[10130,2252]
[11412,10309]
[25032,12966]
[18098,9635]
[20718,17740]
[25849,8451]
[19959,10810]
[11150,13936]
[19745,11364]
[15973,19153]
[27895,29504]
[784,4539]
[28374,7448]
[20115,27264]
[3601,18113]
[5107,29967]
[681,13110]
[27289,5261]
[19101,6442]
[26913,15409]
[24614,10662]
[25086,1955]
[7348,10416]
[157,28179]
[14986,4348]
[18888,12021]
[16975,22035]
[14680,21700]
[13527,10017]
[3994,821]
[29240,3951]
[4774,13961]
[9418,11292]
[28557,7153]
[24547,20249]
[12347,19462]
[22428,5680]
[10651,18075]
[14955,7125]
[9474,2421]
[11589,29213]
[17430,28388]
[29578,18605]
[14949,1665]
[12123,13151]
[4896,7385]
[6614,7960]
[9307,4152]
[19954,16118]
[22646,21842]
[22731,12048]
[4327,16113]
[2730,21035]
[14179,19842]
[20977,9407]
[10483,17042]
[12399,10476]
[25423,1245]
[9131,19049]
[19578,8531]
[24105,24679]
[15238,11681]
[25147,727]
[6562,10573]
[4842,15386]
[22733,3611]
[19472,1664]
[26499,8059]
[15152,22677]
[3571,23164]
[27217,20737]
[5480,2621]
[18430,26213]
[786,2920]
[29926,21440]
[12422,13812]
[27243,23862]
[21071,22345]
[29167,22904]
[24241,19460]
[2100,1846]
[10070,18820]
[11950,3865]
[29177,5295]
[8699,15947]
[3593,19666]
[15376,18697]
[454,10545]
[15326,6226]
[14231,20840]
[19819,14596]
[13129,10400]
[26991,1221]
[3001,8681]
[10378,3236]
[18877,15600]
[6946,26069]
[1599,2562]
[26419,22911]
[4353,16287]
[28845,24759]
[3420,18549]
[4959,18993]
[12605,8068]
[24047,24464]
[5076,20072]
[12129,13311]
[20583,15182]
[18041,8368]
[2013,20384]
[16554,15957]
[18315,4007]
[24919,15215]
[9072,9562]
[7009,24148]
[27965,22693]
[4666,17840]
[11354,5107]
[5622,5857]
[14050,21059]
[21821,9471]
[11451,5303]
[23054,29932]
[16119,16935]
[6882,28508]
[10529,16333]
[10885,10660]
[27620,18932]
[13999,11542]
[27106,3154]
[13297,10024]
[12667,4264]
[12201,5364]
[20769,1291]
[27843,6176]
[22894,21313]
[23810,7384]
[17347,13684]
[4680,14306]
[24231,2972]
[13029,23375]
[386,2240]
[13198,20753]
[25193,27827]
[8421,27482]
[24759,19551]
[18271,3434]
[24115,14535]
[18898,28658]
[6297,6002]
[9773,7882]
[12860,3488]
[16162,14319]
[11315,3046]
[27548,12861]
[22802,23648]
[2408,5710]
[261,17196]
[5959,2860]
[4706,2568]
[4131,27295]
[17341,7687]
[12517,7136]
[15530,12924]
[788,2321]
[10612,20577]
[16070,9481]
[22980,23869]
[101,18446]
[4610,29034]
[13082,6112]
[2644,18185]
[9910,11069]
[6847,617]
[7168,29199]
[10453,2998]
[6549,22685]
[25283,27032]
[24693,3047]
[24486,9566]
[27770,659]
[27344,26698]
[6427,23393]
[15026,12728]
[12981,12965]
[24894,15867]
[22290,25556]
[4247,2245]
[13855,16254]
[1320,23003]
[571,24035]
[15539,20324]
[3678,15328]
[28309,2261]
[22747,12115]
[18878,9645]
[19838,5618]
[15659,12810]
[19864,19645]
[8651,3607]
[7588,27550]
[19394,22070]
[20659,11701]
[25531,13076]
[190,954]
[25573,5839]
[2624,17848]
[1171,20980]
[2284,4569]
[24362,20004]
[17792,23582]
[12630,16447]
[21074,8197]
[21206,28454]
[25306,12486]
[29899,20203]
[5590,11774]
[28093,20677]
[24119,14423]
[1959,27776]
[29282,1085]
[12632,16598]
[24771,17576]
[3117,4241]
[5945,17151]
[23991,7884]
[3004,19348]
[28405,18453]
[14218,22033]
[16187,22454]
[26037,23214]
[11569,10880]
[13078,10423]
[2433,1965]
[19011,15747]
[14368,19568]
[24477,29140]
[26369,3124]
[18791,10615]
[19911,1871]
[20152,20302]
[26622,14544]
[23126,18495]
[2663,18905]
[16265,12436]
[19354,4831]
[7754,7083]
[17137,24222]
[20594,18988]
[28252,21095]
[19726,10788]
[3502,9989]
[13094,7862]
[25903,14264]
[28313,20475]
[13882,7909]
[11536,19]
[2658,20668]
[8972,16321]
[13404,12443]
[25707,8112]
[16264,3548]
[13046,21677]
[2384,24606]
[22168,25928]
[19702,11863]
[9449,15975]
[19498,20154]
[22908,17195]
[16256,4073]
[22374,5215]
[15483,21073]
[5088,16090]
[4902,20539]
[8662,28747]
[24211,10152]
[27991,27026]
[26875,12923]
[29583,2002]
[26278,20892]
[14274,14667]
[29301,28023]
[18868,26358]
[7925,15101]
[2515,26242]
[2110,4175]
[22982,3308]
[7513,1815]
[14347,22607]
[6971,3946]
[20219,5812]
[17862,6001]
[11347,17724]
[3154,23540]
[22625,13486]
[22391,27191]
[18596,2430]
[18976,7977]
[26421,483]
[3334,18641]
[18101,1031]
[29867,20788]
[17922,29196]
[28614,5188]
[528,10780]
[23594,443]
[7040,17390]
[18048,26791]
[20117,5402]
[5151,15667]
[16001,24825]
[12690,17117]
[6184,14251]
[25995,10946]
[17106,23328]
[7996,24640]
[13206,6457]
[11155,23718]
[7484,27043]
[20894,1543]
[14524,4645]
[5701,6404]
[17603,10717]
[16818,12153]
[5979,11052]
[15307,11099]
[3865,9594]
[12231,24812]
[10883,19734]
[10921,24409]
[8493,537]
[7511,1404]
[21067,9449]
[6973,20374]
[9220,25653]
[8912,2910]
[29694,15530]
[1314,15469]
[26724,28039]
[11810,2255]
[1808,21625]
[25007,12099]
[1870,21721]
[20840,10118]
[8066,11412]
[14590,25466]
[12892,9794]
[21358,10238]
[5796,20426]
[20447,25764]
[7454,24927]
[481,12180]
[2328,6505]
[13195,16042]
[20080,18474]
[19460,20757]
[13040,11418]
[7152,29012]
[5156,19253]
[28955,21490]
[5677,18893]
[27168,14213]
[25887,1548]
[4269,19204]
[2488,27883]
[26441,27371]
[19905,59]
[1069,18196]
[4688,22999]
[8255,15195]
[27317,15342]
[10668,27570]
[8260,9182]
[14500,21993]
[14972,1951]
[6325,26206]
[2364,137]
[17580,3574]
[2789,8425]
[10644,4989]
[10804,22168]
[540,15132]
[7090,2999]
[28888,16554]
[512,23514]
[9050,15077]
[20344,20769]
[13138,22279]
[29785,13535]
[18919,5476]
[11635,1285]
[9127,25413]
[13092,68]
[22787,3161]
[24498,1921]
[2027,14594]
[2373,13174]
[23835,6053]
[13933,22432]
[12187,7494]
[15899,26891]
[16715,10211]
[23239,18762]
[12189,6579]
[5900,25738]
[15099,24102]
[13806,6479]
[27950,6068]
[6686,24490]
[26788,8120]
[16903,6284]
[24296,4285]
[5811,17059]
[23534,1078]
[13674,5513]
[11028,2361]
[18747,5131]
[23024,431]
[19197,5265]
[21965,10314]
[2622,4718]
[2695,12841]
[17416,10852]
[16666,24815]
[9211,20408]
[13343,29988]
[11355,21753]
[20253,13660]
[11786,19737]
[6734,22335]
[4670,2849]
[8832,26301]
[1683,16564]
[8748,20631]
[6061,1653]
[10488,10830]
[26210,17093]
[17489,6022]
[20354,28673]
[16107,1884]
[9191,25856]
[2459,12239]
[2339,29494]
[9804,11237]
[22782,21643]
[28496,18978]
[27621,16325]
[22589,23213]
[3800,21165]
[19552,1595]
[16770,21026]
[14573,2184]
[20052,20126]
[29318,16313]
[25668,29466]
[10373,14939]
[2988,2062]
[18463,6358]
[3923,10303]
[8346,2778]
[7202,14650]
[16781,8213]
[10417,6253]
[28734,7719]
[21665,27688]
[1406,7829]
[7087,24384]
[9618,26971]
[27281,6768]
[13689,28177]
[23816,27356]
[2138,22547]
[28470,10768]
[12272,8833]
[28835,15566]
[6504,26174]
[16904,12371]
[5901,7036]
[12995,18716]
[8219,8321]
[3474,18516]
[4527,11783]
[29786,20195]
[22203,14493]
[7854,29482]
[16778,29727]
[6253,89]
[11753,15603]
[18604,3169]
[22832,29940]
[20409,9372]
[16209,15774]
[24298,16095]
[4647,7213]
[24127,25244]
[26207,360]
[20937,16375]
[1543,19893]
[21262,18685]
[2489,17976]
[2447,2285]
[23779,8931]
[14970,10681]
[20042,2693]
[28452,21453]
[21182,15037]
[16900,25627]
[28427,14747]
[14853,12018]
[26201,4573]
[10434,15995]
[5364,28540]
[19160,21744]
[23874,10589]
[10124,13968]
[27027,29743]
[16218,18448]
[21202,22550]
[5915,28872]
[15587,15253]
[4889,23787]
[23369,10517]
[17322,2327]
[12469,20030]
[9073,12064]
[27577,19379]
[21342,29712]
[20338,7796]
[2134,11684]
[12501,2425]
[841,16258]
[3914,27335]
[25181,13306]
[23563,6712]
[20366,26500]
[26849,1092]
[24515,808]
[21730,27320]
[22853,28399]
[28099,13985]
[16840,19467]
[27646,18049]
[3353,18705]
[14534,28372]
[16373,17016]
[16921,24994]
[11115,3170]
[2283,20006]
[25467,24707]
[105,18943]
[28957,5435]
[29201,1160]
[9337,24762]
[15650,24207]
[10755,21785]
[29953,7450]
[5436,9640]
[28198,199]
[2089,4478]
[17194,4763]
[2746,7684]
[21392,16905]
[12275,2183]
[8292,2177]
[17523,2674]
[23007,13831]
[20498,29422]
[25488,3290]
[9294,3089]
[27472,13943]
[27503,193]
[19035,22983]
[6610,3492]
[9401,22604]
[9244,9448]
[6913,26930]
[29021,16390]
[23360,25265]
[14235,2965]
[12882,3651]
[18551,2992]
[26088,29349]
[7757,11186]
[9242,29559]
[2294,18206]
[4615,21727]
[22492,21320]
[21293,10350]
[3220,28173]
[18454,3642]
[17811,26812]
[22863,2133]
[17460,19777]
[12454,2034]
[23189,24240]
[13190,24501]
[7310,26831]
[24437,18338]
[11093,22384]
[23499,9548]
[538,22329]
[6781,24646]
[7355,24479]
[7987,20558]
[27469,17585]
[13429,21433]
[7104,5130]
[26320,3521]
[20274,22193]
[20107,28033]
[11235,19556]
[18685,26944]
[29174,28896]
[23184,19321]
[2054,28895]
[4116,15731]
[658,15962]
[10011,18020]
[8032,6826]
[29136,6556]
[24378,24439]
[16935,11771]
[4668,27078]
[8772,29456]
[17334,4856]
[5018,2454]
[15960,12598]
[7681,28990]
[23460,20915]
[11320,27299]
[12757,13807]
[29691,14188]
[9298,22876]
[4457,8037]
[25901,19326]
[1227,29921]
[20554,11058]
[10388,24018]
[27045,26654]
[22928,25860]
[16621,28741]
[24705,1608]
[22271,947]
[8204,3806]
[16369,20730]
[5096,5837]
[10418,9463]
[9264,21355]
[21954,12391]
[18277,25745]
[21325,23095]
[4747,24570]
[22040,24063]
[10957,22002]
[4020,23451]
[358,17669]
[20184,26977]
[9822,3478]
[143,27863]
[21,22952]
[27201,6369]
[22969,19045]
[12888,15861]
[12078,9145]
[20221,4543]
[22704,7471]
[379,26776]
[24750,21947]
[16131,13289]
[24990,249]
[12548,21885]
[17438,15326]
[26890,482]
[10349,4863]
[21497,6248]
[10422,5041]
[1970,27076]
[13782,13451]
[29482,15850]
[8797,1242]
[8487,6225]
[15485,19975]
[2689,10495]
[27119,16580]
[7405,9858]
[8179,10311]
[8906,8233]
[8284,29385]
[16239,24972]
[25329,9127]
[1674,21359]
[15280,3053]
[1131,3977]
[5887,2808]
[27855,17357]
[18135,20721]
[13942,28174]
[23309,29394]
[23302,23730]
[8844,19705]
[1016,24776]
[26911,15919]
[10193,7272]
[2878,24115]
[3993,19805]
[1173,731]
[11695,7558]
[23324,5784]
[13962,27670]
[19931,3552]
[15867,12476]
[19951,13088]
[3080,7851]
[5318,12715]
[8246,24774]
[9293,27004]
[3460,5808]
[9205,16108]
[22119,22808]
[10461,2888]
[25425,29648]
[4252,29805]
[9309,6482]
[9917,17787]
[19195,93]
[2060,27186]
[8212,9643]
[4241,12773]
[11714,6675]
[9048,5481]
[7919,25066]
[27135,10735]
[1823,12521]
[1685,29292]
[14634,16516]
[4033,14953]
[28437,8740]
[5875,24514]
[4809,10817]
[29710,4048]
[8598,4135]
[20749,5307]
[23127,42]
[22963,29117]
[28364,28330]
[12384,26312]
[20965,9655]
[29234,2385]
[28213,20178]
[15730,15092]
[7567,8964]
[26728,22657]
[8960,1649]
[13319,14224]
[18322,7551]
[2792,10324]
[17987,29408]
[21018,18114]
[12518,1539]
[22798,4273]
[2183,11444]
[29218,22526]
[11964,1917]
[28727,19548]
[4421,10733]
[25790,11004]
[16295,506]
[29352,12927]
[23802,22088]
[28420,5790]
[3650,11248]
[26039,16775]
[28900,12135]
[393,9493]
[23627,6769]
[2005,11310]
[953,2672]
[5971,25517]
[8245,19408]
[28952,13679]
[11771,16474]
[7639,881]
[17260,9434]
[6543,24842]
[27784,21688]
[4032,19452]
[9956,17819]
[10390,3899]
[10202,25318]
[26114,20141]
[7364,25106]
[15220,28379]
[12807,10574]
[10816,12944]
[28079,26022]
[10797,29562]
[13153,14372]
[8206,21630]
[21729,28206]
[27683,12847]
[14874,550]
[28154,12000]
[21004,29497]
[4914,13993]
[5214,25590]
[18049,11020]
[12670,21193]
[3842,10091]
[29970,22976]
[9212,18071]
[12738,1630]
[21887,23070]
[4951,25375]
[17059,9797]
[23604,28237]
[3219,28975]
[5791,13631]
[7455,7327]
[1664,23613]
[16729,11633]
[9681,10325]
[23865,27150]
[16491,12758]
[10251,18984]
[23960,14061]
[9758,7933]
[21221,19765]
[3204,27924]
[3429,25146]
[17945,9921]
[29615,17763]
[496,8500]
[7207,24110]
[21695,7568]
[22493,24250]
[13070,4871]
[12699,1172]
[23234,7662]
[22341,27984]
[29847,18852]
[19818,16410]
[3564,25867]
[17539,29026]
[22089,2727]
[13745,29798]
[7137,28120]
[24168,3041]
[19599,9090]
[10396,28151]
[618,27726]
[8630,17971]
[13821,15043]
[9646,14262]
[17931,10583]
[28661,13492]
[7744,5231]
[8957,2144]
[4968,2538]
[25551,10426]
[26262,25868]
[26929,9998]
[22153,8859]
[13795,6593]
[4939,13374]
[814,23413]
[10833,19446]
[13621,12986]
[7086,26147]
[14499,11790]
[24524,20872]
[17047,4946]
[9025,19870]
[19490,26781]
[159,2649]
[25420,29555]
[29406,11071]
[9047,2773]
[22333,3090]
[23877,9401]
[29258,27629]
[11271,17427]
[22281,9859]
[19347,19101]
[2463,25285]
[10719,2683]
[16872,17399]
[7490,20080]
[28877,7773]
[17251,9142]
[5152,24959]
[15856,13725]
[25026,28911]
[17707,28369]
[21732,10687]
[19521,9606]
[247,19012]
[17409,1183]
[25792,18463]
[4775,17336]
[10870,10684]
[23366,24167]
[9767,12074]
[16960,19241]
[17982,24324]
[7181,27936]
[27959,14790]
[27925,26754]
[16950,28423]
[5939,18097]
[25298,17101]
[14252,20392]
[10836,25818]
[29740,21662]
[12262,16589]
[14930,1977]
[19357,4588]
[10281,4002]
[21219,20934]
[18523,27811]
[26393,18563]
[6435,17219]
[24987,25000]
[7500,5501]
[29035,20715]
[4430,3501]
[26837,14760]
[26865,2180]
[12942,8301]
[12333,26482]
[2680,15884]
[4941,9964]
[10345,11332]
[4494,27533]
[28333,17062]
[5033,2345]
[16656,16003]
[22189,9736]
[28975,20961]
[29563,1412]
[5372,7197]
[14014,10971]
[16713,25523]
[7528,26543]
[9593,25989]
[17818,1941]
[19279,18454]
[16286,8515]
[23186,17164]
[6074,21323]
[24218,25660]
[15849,8398]
[13273,29872]
[17170,19832]
[19925,28386]
[21043,25616]
[14751,16183]
[1798,5235]
[19395,1062]
[3788,27462]
[5218,3639]
[24323,27999]
[14847,29276]
[17935,23171]
[26906,4801]
[20807,9222]
[15446,206]
[14864,25152]
[29437,1165]
[9514,10511]
[9441,26415]
[23247,12205]
[25316,28486]
[29772,16660]
[5245,22486]
[8615,7399]
[13060,23476]
[28971,29996]
[24246,25873]
[22294,8098]
[2400,347]
[21205,4965]
[6876,7833]
[374,29511]
[7566,10825]
[16161,29870]
[21294,15435]
[18388,25828]
[9406,15668]
[18342,19635]
[26372,17599]
[15778,17279]
[10224,26337]
[7291,11045]
[21719,24261]
[22496,26270]
[1767,11894]
[16651,17919]
[22940,22211]
[2276,18055]
[12121,28467]
[13324,21507]
[22144,11182]
[8809,22295]
[7677,6121]
[15754,19438]
[1761,5514]
[27652,20371]
[20168,10834]
[27232,7011]
[17480,18475]
[8491,28152]
[27432,15299]
[26541,27173]
[17683,1652]
[6943,15514]
[26139,20958]
[27609,9724]
[29743,4395]
[20685,7043]
[19278,3739]
[1998,3052]
[13946,16964]
[294,5605]
[1219,10499]
[28155,20208]
[7809,29222]
[10525,13668]
[2436,295]
[16039,14914]
[16337,4423]
[2420,6827]
[20925,10590]
[10762,11671]
[5787,9616]
[13344,15749]
[689,1850]
[15796,6115]
[22075,19787]
[25390,14197]
[20058,21685]
[2769,898]
[8356,396]
[21974,20076]
[19790,1521]
[27780,29738]
[12733,24758]
[27358,26602]
[17597,807]
[4933,20511]
[15755,22902]
[26432,6073]
[14893,9454]
[10717,15220]
[18034,5114]
[29493,3167]
[29757,9525]
[3973,1905]
[24603,26484]
[29622,18388]
[8704,16707]
[22665,24792]
[2327,643]
[24016,26275]
[6690,26263]
[7230,9359]
[26808,5664]
[13721,27440]
[23840,25711]
[1437,29386]
[6309,2084]
[6120,25657]
[11671,23234]
[9320,11432]
[3726,8526]
[18265,29659]
[20176,9295]
[25003,18278]
[10768,25242]
[4285,27142]
[25285,25831]
[1,7499]
[704,5609]
[8018,13227]
[18609,10132]
[1764,1666]
[16048,3141]
[26676,1485]
[20913,25049]
[13421,11640]
[24731,8090]
[15957,8953]
[14873,27224]
[24002,15428]
[14329,11414]
[9880,13554]
[3018,24393]
[856,11455]
[15247,25329]
[1642,253]
[21578,29491]
[18689,12050]
[28763,24515]
[14325,12140]
[16272,23065]
[7970,28222]
[7228,13579]
[29343,23348]
[25299,18287]
[15544,23819]
[10360,13002]
[25057,13823]
[2844,17285]
[5014,13101]
[7457,23997]
[17481,28101]
[13056,20139]
[6007,19940]
[29480,26371]
[7391,29867]
[18952,16060]
[26927,8796]
[14217,19791]
[5247,2136]
[26480,2369]
[24670,11385]
[2735,28543]
[22388,12165]
[11561,14140]
[21694,11372]
[63,1993]
[19845,13916]
[7256,2350]
[17766,7246]
[18576,2859]
[2795,18712]
[21228,2278]
[8918,17320]
[25949,20606]
[24366,9069]
[29010,14599]
[22328,21351]
[24148,19986]
[28720,5008]
[11764,6400]
[26708,8685]
[4825,8337]
[29059,21838]
[777,23062]
[1546,24689]
[8549,12368]
[22386,9901]
[1180,23233]
[3305,4382]
[6508,65]
[6765,4882]
[3349,18121]
[3826,9137]
[26317,17628]
[26727,10330]
[15608,29701]
[17291,23329]
[18274,15992]
[8597,23182]
[19391,13746]
[23227,20706]
[12375,14753]
[14695,26691]
[20469,12111]
[13170,15961]
[6658,7669]
[1972,16992]
[2139,8251]
[6114,14]
[12460,14067]
[2418,2585]
[10145,21087]
[4748,13784]
[2212,14905]
[28315,26786]
[28077,26753]
[13764,15773]
[10989,28316]
[12113,7303]
[16484,10642]
[12174,12348]
[3506,21791]
[27746,11469]
[14967,1634]
[29373,14484]
[23134,24568]
[1886,19367]
[11778,27808]
[4239,8720]
[10689,6456]
[25985,18638]
[25624,15353]
[23445,6941]
[20581,5909]
[7599,10575]
[21046,19184]
[21602,4270]
[16917,6307]
[25053,5472]
[18146,15417]
[19461,10237]
[29825,23487]
[26332,9300]
[21856,12]
[26587,12772]
[29064,17988]
[13187,16363]
[24935,19889]
[11885,24442]
[15829,23107]
[19657,13412]
[607,17974]
[10666,22647]
[19530,1187]
[16941,19373]
[28248,27285]
[19403,6553]
[29474,26747]
[5476,7472]
[21862,1231]
[18350,4293]
[2481,26176]
[13648,9780]
[4737,28349]
[20742,8123]
[20662,28034]
[18789,17460]
[22276,28946]
[24591,809]
[11070,13675]
[23427,3731]
[25661,558]
[19655,3487]
[24973,29211]
[25909,23181]
[26423,3577]
[19734,10438]
[16582,16034]
[29438,2193]
[11735,26741]
[130,19044]
[4504,21038]
[11627,13035]
[24992,12590]
[2510,11932]
[19174,25836]
[4165,11110]
[14877,21145]
[18504,18972]
[22536,3251]
[2950,12793]
[12696,17836]
[19156,14736]
[26252,14776]
